geo_name,age_group,pop,country
Kou-Kamma (EC109),70-74 years,611.8027887990194,SOUTH AFRICA
Kou-Kamma (EC109),75+ years,629.3933786274345,SOUTH AFRICA
Mbhashe (EC121),25-29 years,18395.939094033023,SOUTH AFRICA
Mbhashe (EC121),30-34 years,15927.429534822364,SOUTH AFRICA
Mbhashe (EC121),35-39 years,11751.45823654094,SOUTH AFRICA
Mbhashe (EC121),40-44 years,8380.494485307236,SOUTH AFRICA
Mbhashe (EC121),45-49 years,7494.1991269901755,SOUTH AFRICA
Mbhashe (EC121),50-54 years,7457.907868091161,SOUTH AFRICA
Mbhashe (EC121),55-59 years,7203.4161798193345,SOUTH AFRICA
Mbhashe (EC121),60-64 years,7731.954547904829,SOUTH AFRICA
Mbhashe (EC121),65-69 years,5938.806509752818,SOUTH AFRICA
Mbhashe (EC121),70-74 years,5575.208094099664,SOUTH AFRICA
Mbhashe (EC121),75+ years,10586.040388259282,SOUTH AFRICA
Mnquma (EC122),25-29 years,17079.608301667104,SOUTH AFRICA
Mnquma (EC122),30-34 years,15075.335709804209,SOUTH AFRICA
Mnquma (EC122),35-39 years,11208.722670669176,SOUTH AFRICA
Mnquma (EC122),40-44 years,8817.946702931167,SOUTH AFRICA
Mnquma (EC122),45-49 years,7804.477217668085,SOUTH AFRICA
Mnquma (EC122),50-54 years,8363.34499449745,SOUTH AFRICA
Mnquma (EC122),55-59 years,9309.480572360768,SOUTH AFRICA
Mnquma (EC122),60-64 years,8343.990604802952,SOUTH AFRICA
Mnquma (EC122),65-69 years,7031.047500158138,SOUTH AFRICA
Mnquma (EC122),70-74 years,5231.475873785028,SOUTH AFRICA
Mnquma (EC122),75+ years,10513.253220600454,SOUTH AFRICA
Great Kei (EC123),25-29 years,2689.3498886601924,SOUTH AFRICA
Great Kei (EC123),30-34 years,2963.3929892946026,SOUTH AFRICA
Great Kei (EC123),35-39 years,2035.1723621057486,SOUTH AFRICA
Great Kei (EC123),40-44 years,1848.7549020548313,SOUTH AFRICA
Great Kei (EC123),45-49 years,1492.523554185154,SOUTH AFRICA
Great Kei (EC123),50-54 years,1273.194902966357,SOUTH AFRICA
Great Kei (EC123),55-59 years,1049.8409148674903,SOUTH AFRICA
Great Kei (EC123),60-64 years,870.074404308979,SOUTH AFRICA
Great Kei (EC123),65-69 years,970.4575103455402,SOUTH AFRICA
Great Kei (EC123),70-74 years,994.0742148426548,SOUTH AFRICA
Great Kei (EC123),75+ years,1189.760387875685,SOUTH AFRICA
Amahlathi (EC124),25-29 years,7484.262770878337,SOUTH AFRICA
Amahlathi (EC124),30-34 years,7169.949518637442,SOUTH AFRICA
Amahlathi (EC124),35-39 years,5752.0049057239785,SOUTH AFRICA
Amahlathi (EC124),40-44 years,5167.820453037464,SOUTH AFRICA
Amahlathi (EC124),45-49 years,4592.786583663838,SOUTH AFRICA
Amahlathi (EC124),50-54 years,4278.960677864755,SOUTH AFRICA
Amahlathi (EC124),55-59 years,4102.208806006643,SOUTH AFRICA
Amahlathi (EC124),60-64 years,3505.548789582451,SOUTH AFRICA
Amahlathi (EC124),65-69 years,2612.5442610392806,SOUTH AFRICA
Amahlathi (EC124),70-74 years,2088.961441915198,SOUTH AFRICA
Amahlathi (EC124),75+ years,3466.103841662458,SOUTH AFRICA
Ngqushwa (EC126),25-29 years,3581.807791673511,SOUTH AFRICA
Ngqushwa (EC126),30-34 years,3886.0899941058633,SOUTH AFRICA
Ngqushwa (EC126),35-39 years,3496.535680711368,SOUTH AFRICA
Ngqushwa (EC126),40-44 years,2767.6253062657543,SOUTH AFRICA
Ngqushwa (EC126),45-49 years,2635.50406089126,SOUTH AFRICA
Ngqushwa (EC126),50-54 years,2598.841311220418,SOUTH AFRICA
Ngqushwa (EC126),55-59 years,2842.114022669243,SOUTH AFRICA
Ngqushwa (EC126),60-64 years,2530.8335348254313,SOUTH AFRICA
Ngqushwa (EC126),65-69 years,2177.6035146837758,SOUTH AFRICA
Ngqushwa (EC126),70-74 years,1756.5897385352514,SOUTH AFRICA
Ngqushwa (EC126),75+ years,3404.7325599462583,SOUTH AFRICA
Nkonkobe/Nxuba (EC129),25-29 years,12080.727120023854,SOUTH AFRICA
Nkonkobe/Nxuba (EC129),30-34 years,10752.406924796542,SOUTH AFRICA
Nkonkobe/Nxuba (EC129),35-39 years,9417.542813349773,SOUTH AFRICA
Nkonkobe/Nxuba (EC129),40-44 years,7864.667551864079,SOUTH AFRICA
Nkonkobe/Nxuba (EC129),45-49 years,6779.914613643414,SOUTH AFRICA
Nkonkobe/Nxuba (EC129),50-54 years,5780.156109311756,SOUTH AFRICA
Nkonkobe/Nxuba (EC129),55-59 years,6282.85341354461,SOUTH AFRICA
Nkonkobe/Nxuba (EC129),60-64 years,5364.484799754475,SOUTH AFRICA
Nkonkobe/Nxuba (EC129),65-69 years,4492.297511863757,SOUTH AFRICA
Nkonkobe/Nxuba (EC129),70-74 years,2892.708608504022,SOUTH AFRICA
Nkonkobe/Nxuba (EC129),75+ years,5845.762442817811,SOUTH AFRICA
Inxuba Yethemba (EC131),25-29 years,5480.666031166304,SOUTH AFRICA
Inxuba Yethemba (EC131),30-34 years,5497.273048194298,SOUTH AFRICA
Inxuba Yethemba (EC131),35-39 years,4554.542021378473,SOUTH AFRICA
Inxuba Yethemba (EC131),40-44 years,3689.9441925194988,SOUTH AFRICA
Inxuba Yethemba (EC131),45-49 years,2875.400326116105,SOUTH AFRICA
Inxuba Yethemba (EC131),50-54 years,2556.030506938834,SOUTH AFRICA
Inxuba Yethemba (EC131),55-59 years,2756.9507442441313,SOUTH AFRICA
Inxuba Yethemba (EC131),60-64 years,2381.3482954923584,SOUTH AFRICA
Inxuba Yethemba (EC131),65-69 years,1911.906891283891,SOUTH AFRICA
Inxuba Yethemba (EC131),70-74 years,884.9994945966117,SOUTH AFRICA
Inxuba Yethemba (EC131),75+ years,1951.2708112471123,SOUTH AFRICA
Intsika Yethu (EC135),25-29 years,7829.5955429747555,SOUTH AFRICA
Intsika Yethu (EC135),30-34 years,6861.7616540807085,SOUTH AFRICA
Intsika Yethu (EC135),35-39 years,5498.699109950854,SOUTH AFRICA
Intsika Yethu (EC135),40-44 years,4535.2413443686655,SOUTH AFRICA
Intsika Yethu (EC135),45-49 years,4650.371556757527,SOUTH AFRICA
Intsika Yethu (EC135),50-54 years,4789.288643890164,SOUTH AFRICA
Intsika Yethu (EC135),55-59 years,5564.565011875686,SOUTH AFRICA
Intsika Yethu (EC135),60-64 years,5701.2874311457435,SOUTH AFRICA
Intsika Yethu (EC135),65-69 years,4780.103998885392,SOUTH AFRICA
Intsika Yethu (EC135),70-74 years,3936.880885054201,SOUTH AFRICA
Intsika Yethu (EC135),75+ years,8909.578763460322,SOUTH AFRICA
Emalahleni (EC136),25-29 years,6705.93834408045,SOUTH AFRICA
Emalahleni (EC136),30-34 years,6219.936019158671,SOUTH AFRICA
Emalahleni (EC136),35-39 years,4871.7019016200975,SOUTH AFRICA
Emalahleni (EC136),40-44 years,4070.555771073929,SOUTH AFRICA
Emalahleni (EC136),45-49 years,4032.7220571563657,SOUTH AFRICA
Emalahleni (EC136),50-54 years,4467.002153851769,SOUTH AFRICA
Emalahleni (EC136),55-59 years,4244.085993232747,SOUTH AFRICA
Emalahleni (EC136),60-64 years,4437.372259064363,SOUTH AFRICA
Emalahleni (EC136),65-69 years,3907.7169951712053,SOUTH AFRICA
Emalahleni (EC136),70-74 years,3694.7998878790836,SOUTH AFRICA
Emalahleni (EC136),75+ years,6254.463413882057,SOUTH AFRICA
Engcobo (EC137),25-29 years,8812.640337031644,SOUTH AFRICA
Engcobo (EC137),30-34 years,8299.354630721367,SOUTH AFRICA
Engcobo (EC137),35-39 years,6697.037248794162,SOUTH AFRICA
Engcobo (EC137),40-44 years,5324.800494808882,SOUTH AFRICA
Engcobo (EC137),45-49 years,4558.233795004427,SOUTH AFRICA
Engcobo (EC137),50-54 years,4401.444885100771,SOUTH AFRICA
Engcobo (EC137),55-59 years,4428.818695932238,SOUTH AFRICA
Engcobo (EC137),60-64 years,3713.1361698591027,SOUTH AFRICA
Engcobo (EC137),65-69 years,3565.0222047818615,SOUTH AFRICA
Engcobo (EC137),70-74 years,3412.7033838649213,SOUTH AFRICA
Engcobo (EC137),75+ years,7372.769106567041,SOUTH AFRICA
Sakhisizwe (EC138),25-29 years,4269.39092420664,SOUTH AFRICA
Sakhisizwe (EC138),30-34 years,4245.068387141225,SOUTH AFRICA
Sakhisizwe (EC138),35-39 years,2896.6655249985974,SOUTH AFRICA
Sakhisizwe (EC138),40-44 years,2380.18189240025,SOUTH AFRICA
Sakhisizwe (EC138),45-49 years,2142.227371938995,SOUTH AFRICA
Sakhisizwe (EC138),50-54 years,2213.81527032784,SOUTH AFRICA
Sakhisizwe (EC138),55-59 years,2115.611518915938,SOUTH AFRICA
Sakhisizwe (EC138),60-64 years,2028.762913564969,SOUTH AFRICA
Sakhisizwe (EC138),65-69 years,1496.1909591621866,SOUTH AFRICA
Sakhisizwe (EC138),70-74 years,1162.0292142548974,SOUTH AFRICA
Sakhisizwe (EC138),75+ years,2572.977829583306,SOUTH AFRICA
Tsolwana/Inkwanca/Lukanji (EC139),25-29 years,19807.48045285039,SOUTH AFRICA
Tsolwana/Inkwanca/Lukanji (EC139),30-34 years,19401.49676227822,SOUTH AFRICA
Tsolwana/Inkwanca/Lukanji (EC139),35-39 years,14847.534864382018,SOUTH AFRICA
Tsolwana/Inkwanca/Lukanji (EC139),40-44 years,11693.53499545157,SOUTH AFRICA
Tsolwana/Inkwanca/Lukanji (EC139),45-49 years,10637.064303549754,SOUTH AFRICA
Tsolwana/Inkwanca/Lukanji (EC139),50-54 years,9243.335611543465,SOUTH AFRICA
Tsolwana/Inkwanca/Lukanji (EC139),55-59 years,9426.42478690607,SOUTH AFRICA
Tsolwana/Inkwanca/Lukanji (EC139),60-64 years,8145.9199019433345,SOUTH AFRICA
Tsolwana/Inkwanca/Lukanji (EC139),65-69 years,6722.206387633352,SOUTH AFRICA
Tsolwana/Inkwanca/Lukanji (EC139),70-74 years,4959.159741422032,SOUTH AFRICA
Tsolwana/Inkwanca/Lukanji (EC139),75+ years,9275.337488599469,SOUTH AFRICA
Elundini (EC141),25-29 years,9690.540348936378,SOUTH AFRICA
Elundini (EC141),30-34 years,8051.0064535418915,SOUTH AFRICA
Elundini (EC141),35-39 years,6530.036909166865,SOUTH AFRICA
Elundini (EC141),40-44 years,5454.735131073291,SOUTH AFRICA
Elundini (EC141),45-49 years,4766.020748483448,SOUTH AFRICA
Elundini (EC141),50-54 years,4632.1287913274255,SOUTH AFRICA
Elundini (EC141),55-59 years,4565.331087677643,SOUTH AFRICA
Elundini (EC141),60-64 years,4286.130061767435,SOUTH AFRICA
Elundini (EC141),65-69 years,3666.7960317274374,SOUTH AFRICA
Elundini (EC141),70-74 years,3337.7856386080452,SOUTH AFRICA
Elundini (EC141),75+ years,7107.841915596587,SOUTH AFRICA
Senqu (EC142),25-29 years,10149.231545743722,SOUTH AFRICA
Senqu (EC142),30-34 years,9774.025385906389,SOUTH AFRICA
Senqu (EC142),35-39 years,7343.362262503109,SOUTH AFRICA
Senqu (EC142),40-44 years,5692.468257192291,SOUTH AFRICA
Senqu (EC142),45-49 years,4809.1515746411915,SOUTH AFRICA
Senqu (EC142),50-54 years,4390.482824458701,SOUTH AFRICA
Senqu (EC142),55-59 years,4306.471501886922,SOUTH AFRICA
Senqu (EC142),60-64 years,3919.9610198606433,SOUTH AFRICA
Senqu (EC142),65-69 years,3697.3999609659195,SOUTH AFRICA
Senqu (EC142),70-74 years,2908.9549549567646,SOUTH AFRICA
Senqu (EC142),75+ years,5883.796413711651,SOUTH AFRICA
Maletswai/Gariep (EC145),25-29 years,7820.775950720625,SOUTH AFRICA
Maletswai/Gariep (EC145),30-34 years,7523.628027490331,SOUTH AFRICA
Maletswai/Gariep (EC145),35-39 years,5987.56055803575,SOUTH AFRICA
Maletswai/Gariep (EC145),40-44 years,4306.105207953844,SOUTH AFRICA
Maletswai/Gariep (EC145),45-49 years,3505.579878358666,SOUTH AFRICA
Maletswai/Gariep (EC145),50-54 years,2737.577581259323,SOUTH AFRICA
Maletswai/Gariep (EC145),55-59 years,2465.2030391431285,SOUTH AFRICA
Maletswai/Gariep (EC145),60-64 years,2298.2167984555044,SOUTH AFRICA
Maletswai/Gariep (EC145),65-69 years,1757.5338335403103,SOUTH AFRICA
Maletswai/Gariep (EC145),70-74 years,1253.774482583375,SOUTH AFRICA
Maletswai/Gariep (EC145),75+ years,2518.83221739267,SOUTH AFRICA
Ngquza Hill (EC153),25-29 years,26176.822523598617,SOUTH AFRICA
Ngquza Hill (EC153),30-34 years,22628.10760700048,SOUTH AFRICA
Ngquza Hill (EC153),35-39 years,14711.88095107181,SOUTH AFRICA
Ngquza Hill (EC153),40-44 years,10698.341682557813,SOUTH AFRICA
Ngquza Hill (EC153),45-49 years,8269.590627016418,SOUTH AFRICA
Ngquza Hill (EC153),50-54 years,7220.43044522803,SOUTH AFRICA
Ngquza Hill (EC153),55-59 years,6408.537047418046,SOUTH AFRICA
Ngquza Hill (EC153),60-64 years,5370.697412654522,SOUTH AFRICA
Ngquza Hill (EC153),65-69 years,4884.92788395226,SOUTH AFRICA
Ngquza Hill (EC153),70-74 years,3721.82318735118,SOUTH AFRICA
Ngquza Hill (EC153),75+ years,8907.063076786857,SOUTH AFRICA
Port St Johns (EC154),25-29 years,12758.213472429594,SOUTH AFRICA
Port St Johns (EC154),30-34 years,10503.151418462217,SOUTH AFRICA
Port St Johns (EC154),35-39 years,7385.341058023163,SOUTH AFRICA
Port St Johns (EC154),40-44 years,5520.157898186742,SOUTH AFRICA
Port St Johns (EC154),45-49 years,4454.486817362685,SOUTH AFRICA
Port St Johns (EC154),50-54 years,4307.866299468002,SOUTH AFRICA
Port St Johns (EC154),55-59 years,3481.5215656943874,SOUTH AFRICA
Port St Johns (EC154),60-64 years,3521.9579351326533,SOUTH AFRICA
Port St Johns (EC154),65-69 years,2487.1046527501,SOUTH AFRICA
Port St Johns (EC154),70-74 years,2451.5376276582265,SOUTH AFRICA
Port St Johns (EC154),75+ years,4668.616309267489,SOUTH AFRICA
Nyandeni (EC155),25-29 years,26837.577100266702,SOUTH AFRICA
Nyandeni (EC155),30-34 years,22103.386959571006,SOUTH AFRICA
Nyandeni (EC155),35-39 years,16104.191140555919,SOUTH AFRICA
Nyandeni (EC155),40-44 years,11760.878264696372,SOUTH AFRICA
Nyandeni (EC155),45-49 years,9736.190664585678,SOUTH AFRICA
Nyandeni (EC155),50-54 years,8349.540236537317,SOUTH AFRICA
Nyandeni (EC155),55-59 years,7248.436793650462,SOUTH AFRICA
Nyandeni (EC155),60-64 years,5999.73497285232,SOUTH AFRICA
Nyandeni (EC155),65-69 years,4819.302190876081,SOUTH AFRICA
Nyandeni (EC155),70-74 years,4356.179847574301,SOUTH AFRICA
