measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,194,Kingdom of Lesotho,3,Both,234,75+ years,587,Diabetes mellitus,3,Rate,2018,1068.0175469334692,1350.9313225094945,817.5926424739143
1,Deaths,195,Republic of Namibia,3,Both,10,25-29 years,322,Lower respiratory infections,3,Rate,2018,13.381449132852374,22.658231241060395,7.135632760485633
1,Deaths,195,Republic of Namibia,3,Both,11,30-34 years,322,Lower respiratory infections,3,Rate,2018,19.30484882623602,33.020246572359945,9.971529896538868
1,Deaths,195,Republic of Namibia,3,Both,12,35-39 years,322,Lower respiratory infections,3,Rate,2018,29.783599520379486,47.074494002407015,17.427934475522118
1,Deaths,195,Republic of Namibia,3,Both,13,40-44 years,322,Lower respiratory infections,3,Rate,2018,46.355952570209816,70.82910929503164,26.728025316425477
1,Deaths,195,Republic of Namibia,3,Both,14,45-49 years,322,Lower respiratory infections,3,Rate,2018,68.9666112557462,104.58496527964859,42.68858546742741
1,Deaths,195,Republic of Namibia,3,Both,15,50-54 years,322,Lower respiratory infections,3,Rate,2018,94.39319509337756,139.844557757132,59.97148774689225
1,Deaths,195,Republic of Namibia,3,Both,16,55-59 years,322,Lower respiratory infections,3,Rate,2018,127.56061312150575,191.08273672860219,80.29736364062458
1,Deaths,195,Republic of Namibia,3,Both,17,60-64 years,322,Lower respiratory infections,3,Rate,2018,215.20345527716026,311.8085545339861,136.53740415514326
1,Deaths,195,Republic of Namibia,3,Both,18,65-69 years,322,Lower respiratory infections,3,Rate,2018,296.73147168294844,432.0381114944975,192.3389865933403
1,Deaths,195,Republic of Namibia,3,Both,19,70-74 years,322,Lower respiratory infections,3,Rate,2018,450.70638620776623,626.2162350500299,318.5988460105274
1,Deaths,195,Republic of Namibia,3,Both,20,75-79 years,322,Lower respiratory infections,3,Rate,2018,730.9413191781493,1004.9234230159299,511.68806073248146
1,Deaths,195,Republic of Namibia,3,Both,21,80+ years,322,Lower respiratory infections,3,Rate,2018,1618.0835578148617,2127.9085575022405,1202.7216068197731
1,Deaths,195,Republic of Namibia,3,Both,234,75+ years,322,Lower respiratory infections,3,Rate,2018,1117.3025959360662,1452.3631685104983,839.5493597495323
1,Deaths,195,Republic of Namibia,3,Both,10,25-29 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,0.5067089509076984,0.9406893979690337,0.2462013495759018
1,Deaths,195,Republic of Namibia,3,Both,11,30-34 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,0.9170632942603244,1.6204252330871007,0.4774245563661062
1,Deaths,195,Republic of Namibia,3,Both,12,35-39 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,1.9597978931142241,3.183855053037706,1.1610101019543941
1,Deaths,195,Republic of Namibia,3,Both,13,40-44 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,5.213530451337123,8.100251531681401,3.015483192966207
1,Deaths,195,Republic of Namibia,3,Both,14,45-49 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,12.675576112736444,19.502577308543838,7.69287624208145
1,Deaths,195,Republic of Namibia,3,Both,15,50-54 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,27.662999015997595,41.18780497996727,18.23657042764162
1,Deaths,195,Republic of Namibia,3,Both,16,55-59 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,58.200681182886164,86.96347584932411,38.071546880287045
1,Deaths,195,Republic of Namibia,3,Both,17,60-64 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,97.84183072562374,140.0386521543017,66.55536503240917
1,Deaths,195,Republic of Namibia,3,Both,18,65-69 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,198.40106608971678,273.65782989426674,142.6638301033256
1,Deaths,195,Republic of Namibia,3,Both,19,70-74 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,417.9107799084074,549.5810720379825,304.0829377861905
1,Deaths,195,Republic of Namibia,3,Both,20,75-79 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,602.6190125352463,788.0619906291764,442.70883548786014
1,Deaths,195,Republic of Namibia,3,Both,21,80+ years,509,Chronic obstructive pulmonary disease,3,Rate,2018,969.0256206419291,1349.6029310382091,713.9535672952771
1,Deaths,195,Republic of Namibia,3,Both,234,75+ years,509,Chronic obstructive pulmonary disease,3,Rate,2018,762.1935641180692,998.693692223774,591.3912917613557
1,Deaths,196,Republic of South Africa,3,Both,10,25-29 years,322,Lower respiratory infections,3,Rate,2018,11.57008726506849,13.280537977490502,9.98179259560686
1,Deaths,196,Republic of South Africa,3,Both,11,30-34 years,322,Lower respiratory infections,3,Rate,2018,18.005731531784892,20.686525656829357,15.635383540856234
1,Deaths,196,Republic of South Africa,3,Both,12,35-39 years,322,Lower respiratory infections,3,Rate,2018,26.45685179906418,29.704026221034486,23.151060523308374
1,Deaths,196,Republic of South Africa,3,Both,13,40-44 years,322,Lower respiratory infections,3,Rate,2018,38.793328035385926,43.98002838990206,34.49863632387904
1,Deaths,196,Republic of South Africa,3,Both,14,45-49 years,322,Lower respiratory infections,3,Rate,2018,49.83113203341616,56.36131367753927,43.98799392184223
1,Deaths,196,Republic of South Africa,3,Both,15,50-54 years,322,Lower respiratory infections,3,Rate,2018,69.87432728928927,79.48261857786603,62.38429329128993
1,Deaths,196,Republic of South Africa,3,Both,16,55-59 years,322,Lower respiratory infections,3,Rate,2018,93.95137069314514,104.75466778063368,83.09472335944659
1,Deaths,196,Republic of South Africa,3,Both,17,60-64 years,322,Lower respiratory infections,3,Rate,2018,154.24602633672941,171.0293541469624,136.97339272012897
1,Deaths,196,Republic of South Africa,3,Both,18,65-69 years,322,Lower respiratory infections,3,Rate,2018,204.92296161209208,228.97995056149972,183.66989612889515
1,Deaths,196,Republic of South Africa,3,Both,19,70-74 years,322,Lower respiratory infections,3,Rate,2018,260.3719312009503,294.18275760075034,231.92974622999134
1,Deaths,196,Republic of South Africa,3,Both,20,75-79 years,322,Lower respiratory infections,3,Rate,2018,420.15211255891506,471.8585506229978,369.6335355929892
1,Deaths,196,Republic of South Africa,3,Both,21,80+ years,322,Lower respiratory infections,3,Rate,2018,1267.8235442903926,1410.507042680807,1095.7680522930025
1,Deaths,196,Republic of South Africa,3,Both,234,75+ years,322,Lower respiratory infections,3,Rate,2018,849.2236340395183,934.2459036608467,742.0415204880605
1,Deaths,196,Republic of South Africa,3,Both,10,25-29 years,493,Ischemic heart disease,3,Rate,2018,1.3866278487972046,1.6486300887832699,1.1645673207391443
1,Deaths,196,Republic of South Africa,3,Both,11,30-34 years,493,Ischemic heart disease,3,Rate,2018,3.473146969888193,4.0035192671324635,2.897315694190167
1,Deaths,196,Republic of South Africa,3,Both,12,35-39 years,493,Ischemic heart disease,3,Rate,2018,7.387911619562446,8.61245866360224,5.952225778020171
1,Deaths,196,Republic of South Africa,3,Both,13,40-44 years,493,Ischemic heart disease,3,Rate,2018,18.573875367730004,21.371509201202,15.30559638826726
1,Deaths,196,Republic of South Africa,3,Both,14,45-49 years,493,Ischemic heart disease,3,Rate,2018,35.75094795085526,40.996579630641534,30.456227561312968
1,Deaths,196,Republic of South Africa,3,Both,15,50-54 years,493,Ischemic heart disease,3,Rate,2018,69.99410318065516,77.24026063186155,62.52178575960613
1,Deaths,196,Republic of South Africa,3,Both,16,55-59 years,493,Ischemic heart disease,3,Rate,2018,117.36539326965311,128.59731486605705,106.78741783504283
1,Deaths,196,Republic of South Africa,3,Both,17,60-64 years,493,Ischemic heart disease,3,Rate,2018,171.59778730837385,187.75598772072752,155.61307717164163
1,Deaths,196,Republic of South Africa,3,Both,18,65-69 years,493,Ischemic heart disease,3,Rate,2018,267.4914621563888,290.3417614721668,244.55761163828146
1,Deaths,196,Republic of South Africa,3,Both,19,70-74 years,493,Ischemic heart disease,3,Rate,2018,357.3136165407003,387.2213984407921,326.57280629879125
1,Deaths,196,Republic of South Africa,3,Both,20,75-79 years,493,Ischemic heart disease,3,Rate,2018,580.0937008781784,624.4446733564694,537.5615201057785
1,Deaths,196,Republic of South Africa,3,Both,21,80+ years,493,Ischemic heart disease,3,Rate,2018,1620.179232561666,1758.4127082346663,1447.849518517926
1,Deaths,196,Republic of South Africa,3,Both,234,75+ years,493,Ischemic heart disease,3,Rate,2018,1106.5607550265395,1194.0558243773796,1000.6647719303302
1,Deaths,196,Republic of South Africa,3,Both,10,25-29 years,494,Stroke,3,Rate,2018,2.2176685731064536,2.6419152222291675,1.8738608237829202
1,Deaths,196,Republic of South Africa,3,Both,11,30-34 years,494,Stroke,3,Rate,2018,4.101560476455486,4.879352136513831,3.331116225407104
1,Deaths,196,Republic of South Africa,3,Both,12,35-39 years,494,Stroke,3,Rate,2018,7.693394622644045,8.936480304008029,6.061087280868948
1,Deaths,196,Republic of South Africa,3,Both,13,40-44 years,494,Stroke,3,Rate,2018,17.118453084370262,19.735964764423784,13.995907703081683
1,Deaths,196,Republic of South Africa,3,Both,14,45-49 years,494,Stroke,3,Rate,2018,33.88802329940876,38.541150912572235,28.751713238920452
1,Deaths,196,Republic of South Africa,3,Both,15,50-54 years,494,Stroke,3,Rate,2018,69.4175774301656,77.07615270564143,61.713647775695584
1,Deaths,196,Republic of South Africa,3,Both,16,55-59 years,494,Stroke,3,Rate,2018,117.1784879860037,127.46786978878822,107.05385924315286
1,Deaths,196,Republic of South Africa,3,Both,17,60-64 years,494,Stroke,3,Rate,2018,239.9905347700432,262.14457242808925,220.4416512260867
1,Deaths,196,Republic of South Africa,3,Both,18,65-69 years,494,Stroke,3,Rate,2018,385.45180551519053,417.709501904515,355.56588168643594
1,Deaths,196,Republic of South Africa,3,Both,19,70-74 years,494,Stroke,3,Rate,2018,530.9436490606068,580.9589100349324,481.972235597141
1,Deaths,196,Republic of South Africa,3,Both,20,75-79 years,494,Stroke,3,Rate,2018,899.11769531335,974.6540094089529,825.6472184429807
1,Deaths,196,Republic of South Africa,3,Both,21,80+ years,494,Stroke,3,Rate,2018,2286.910678108222,2487.585019873913,2034.72303304301
1,Deaths,196,Republic of South Africa,3,Both,234,75+ years,494,Stroke,3,Rate,2018,1601.5861569572583,1730.7019685648409,1457.3325082981414
1,Deaths,195,Republic of Namibia,3,Both,10,25-29 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,0.09775875691430612,0.16236452996741957,0.05333909702380786
1,Deaths,195,Republic of Namibia,3,Both,11,30-34 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,0.2690776256299615,0.41938550379689293,0.15239397542874475
1,Deaths,195,Republic of Namibia,3,Both,12,35-39 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,0.7308716001259581,1.1395530004899235,0.43361105365956554
1,Deaths,195,Republic of Namibia,3,Both,13,40-44 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,2.007832852955309,3.070126597400697,1.209641206832779
1,Deaths,195,Republic of Namibia,3,Both,14,45-49 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,4.943607506688713,7.427622768315221,3.090067473519949
1,Deaths,195,Republic of Namibia,3,Both,15,50-54 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,9.730154163930886,13.670096658629406,6.334934400323287
1,Deaths,195,Republic of Namibia,3,Both,16,55-59 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,17.148740171990514,23.78033201773431,11.203021976943852
1,Deaths,195,Republic of Namibia,3,Both,17,60-64 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,24.86660324118515,33.59461102599688,17.408970916778248
1,Deaths,195,Republic of Namibia,3,Both,18,65-69 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,35.139749592343186,47.43126009266706,25.11572059580748
1,Deaths,195,Republic of Namibia,3,Both,19,70-74 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,41.23834243557568,53.87653592201766,30.808913974321868
1,Deaths,195,Republic of Namibia,3,Both,20,75-79 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,42.18332548087406,60.0733311703688,28.42485570378101
1,Deaths,195,Republic of Namibia,3,Both,21,80+ years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,41.42513355444367,53.80415521366794,31.225955237417846
1,Deaths,195,Republic of Namibia,3,Both,234,75+ years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,41.85312363953988,52.426225619535025,31.136041695289464
1,Deaths,195,Republic of Namibia,3,Both,10,25-29 years,587,Diabetes mellitus,3,Rate,2018,0.836487646687746,1.3358069929843412,0.4593689211604156
1,Deaths,195,Republic of Namibia,3,Both,11,30-34 years,587,Diabetes mellitus,3,Rate,2018,1.3013053087405073,2.068830418330858,0.7770501244762055
1,Deaths,195,Republic of Namibia,3,Both,12,35-39 years,587,Diabetes mellitus,3,Rate,2018,2.932114698532821,4.653555833040255,1.7718655020733474
1,Deaths,195,Republic of Namibia,3,Both,13,40-44 years,587,Diabetes mellitus,3,Rate,2018,8.586089859199003,13.09302452637187,5.220875954593849
1,Deaths,195,Republic of Namibia,3,Both,14,45-49 years,587,Diabetes mellitus,3,Rate,2018,22.46213313818819,34.05226815983445,14.40883292807793
1,Deaths,195,Republic of Namibia,3,Both,15,50-54 years,587,Diabetes mellitus,3,Rate,2018,53.22071116368124,76.91447805021198,33.987230946241304
1,Deaths,195,Republic of Namibia,3,Both,16,55-59 years,587,Diabetes mellitus,3,Rate,2018,103.10347585392275,151.71649440177123,67.78768959731505
1,Deaths,195,Republic of Namibia,3,Both,17,60-64 years,587,Diabetes mellitus,3,Rate,2018,229.4403559359494,321.1137113710224,151.98144730782468
1,Deaths,195,Republic of Namibia,3,Both,18,65-69 years,587,Diabetes mellitus,3,Rate,2018,361.03381233202634,497.44685316066347,250.0483466091942
1,Deaths,195,Republic of Namibia,3,Both,19,70-74 years,587,Diabetes mellitus,3,Rate,2018,520.1310773329858,680.4132864045557,377.32932481201124
1,Deaths,195,Republic of Namibia,3,Both,20,75-79 years,587,Diabetes mellitus,3,Rate,2018,747.6852865779882,1025.3436219213424,542.4187945038994
1,Deaths,195,Republic of Namibia,3,Both,21,80+ years,587,Diabetes mellitus,3,Rate,2018,1000.8658479199422,1240.8003398676133,778.8824438933698
1,Deaths,195,Republic of Namibia,3,Both,234,75+ years,587,Diabetes mellitus,3,Rate,2018,857.9485123270898,1071.0028582905984,651.5687080468219
1,Deaths,196,Republic of South Africa,3,Both,10,25-29 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,0.517795200729277,0.6242517778540546,0.4312337451287038
1,Deaths,196,Republic of South Africa,3,Both,11,30-34 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,0.9228712685079979,1.1775222940320955,0.7585307043822139
1,Deaths,196,Republic of South Africa,3,Both,12,35-39 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,1.6296317939046172,2.219138446377529,1.3377068542205102
1,Deaths,196,Republic of South Africa,3,Both,13,40-44 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,3.789643199184588,4.791779993518485,3.231425822075753
1,Deaths,196,Republic of South Africa,3,Both,14,45-49 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,8.328355145086087,9.4598656735293,7.3548539831510364
1,Deaths,196,Republic of South Africa,3,Both,15,50-54 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,19.208222013598814,21.40822800640422,16.98448937962122
1,Deaths,196,Republic of South Africa,3,Both,16,55-59 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,41.20062472980829,46.286426510059734,36.556877254530335
1,Deaths,196,Republic of South Africa,3,Both,17,60-64 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,66.34780866375053,73.21190870219047,59.116228938872965
1,Deaths,196,Republic of South Africa,3,Both,18,65-69 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,133.17882110161673,146.98416585349435,119.84872117122481
1,Deaths,196,Republic of South Africa,3,Both,19,70-74 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,243.55776297796803,268.36805521493903,222.11242167469752
1,Deaths,196,Republic of South Africa,3,Both,20,75-79 years,509,Chronic obstructive pulmonary disease,3,Rate,2018,350.7835402839912,387.41254302162963,316.0878924993872
1,Deaths,196,Republic of South Africa,3,Both,21,80+ years,509,Chronic obstructive pulmonary disease,3,Rate,2018,686.6266521195437,757.9388300561175,611.6939420986156
1,Deaths,196,Republic of South Africa,3,Both,234,75+ years,509,Chronic obstructive pulmonary disease,3,Rate,2018,520.7794957684374,568.2267309844291,472.9728071645144
1,Deaths,195,Republic of Namibia,3,Both,10,25-29 years,493,Ischemic heart disease,3,Rate,2018,1.2569028205005564,2.2706449818673176,0.5466468750633305
1,Deaths,195,Republic of Namibia,3,Both,11,30-34 years,493,Ischemic heart disease,3,Rate,2018,3.37576253509108,5.896951962127822,1.5448804390558752
1,Deaths,195,Republic of Namibia,3,Both,12,35-39 years,493,Ischemic heart disease,3,Rate,2018,8.909544443664265,14.19270528784328,5.133600590533898
1,Deaths,195,Republic of Namibia,3,Both,13,40-44 years,493,Ischemic heart disease,3,Rate,2018,23.113762771892144,36.81521981611049,14.100696496960573
1,Deaths,195,Republic of Namibia,3,Both,14,45-49 years,493,Ischemic heart disease,3,Rate,2018,49.68970145107551,75.65369151181584,31.45908562497882
1,Deaths,195,Republic of Namibia,3,Both,15,50-54 years,493,Ischemic heart disease,3,Rate,2018,92.30255405903682,137.03704568499288,61.4809205785648
1,Deaths,195,Republic of Namibia,3,Both,16,55-59 years,493,Ischemic heart disease,3,Rate,2018,154.30227107463423,211.7518178001224,104.27969846690056
1,Deaths,195,Republic of Namibia,3,Both,17,60-64 years,493,Ischemic heart disease,3,Rate,2018,232.95720510003292,324.23964227534486,163.5544956696314
1,Deaths,195,Republic of Namibia,3,Both,18,65-69 years,493,Ischemic heart disease,3,Rate,2018,373.7057375123071,499.14488736335085,263.28998408858354
1,Deaths,195,Republic of Namibia,3,Both,19,70-74 years,493,Ischemic heart disease,3,Rate,2018,591.2722080669511,774.610605974492,436.397972695134
1,Deaths,195,Republic of Namibia,3,Both,20,75-79 years,493,Ischemic heart disease,3,Rate,2018,956.8821175152667,1222.022685475377,717.0486596614044
1,Deaths,195,Republic of Namibia,3,Both,21,80+ years,493,Ischemic heart disease,3,Rate,2018,1975.654060372099,2461.402974752784,1531.6244704208732
1,Deaths,195,Republic of Namibia,3,Both,234,75+ years,493,Ischemic heart disease,3,Rate,2018,1400.5697376337532,1723.1134534803364,1099.5517828046798
1,Deaths,195,Republic of Namibia,3,Both,10,25-29 years,494,Stroke,3,Rate,2018,2.1743256366949355,3.84447333418872,0.9460060807487924
1,Deaths,195,Republic of Namibia,3,Both,11,30-34 years,494,Stroke,3,Rate,2018,4.092623254640762,7.358927003991167,1.8941830413299794
1,Deaths,195,Republic of Namibia,3,Both,12,35-39 years,494,Stroke,3,Rate,2018,8.737584317984638,14.709888355559567,5.117049625818091
1,Deaths,195,Republic of Namibia,3,Both,13,40-44 years,494,Stroke,3,Rate,2018,20.100933794763332,31.256353753997278,11.735423448029833
1,Deaths,195,Republic of Namibia,3,Both,14,45-49 years,494,Stroke,3,Rate,2018,43.958760102291556,66.44011452124487,27.398102419202345
1,Deaths,195,Republic of Namibia,3,Both,15,50-54 years,494,Stroke,3,Rate,2018,90.22475763530427,126.95563857669356,57.225634040105504
1,Deaths,195,Republic of Namibia,3,Both,16,55-59 years,494,Stroke,3,Rate,2018,157.19364278218947,224.31636257106103,108.66371600630434
1,Deaths,195,Republic of Namibia,3,Both,17,60-64 years,494,Stroke,3,Rate,2018,342.9775460433439,465.5530054398184,239.70523900822877
1,Deaths,195,Republic of Namibia,3,Both,18,65-69 years,494,Stroke,3,Rate,2018,569.48710262315,727.7120657931936,406.9033592086409
1,Deaths,195,Republic of Namibia,3,Both,19,70-74 years,494,Stroke,3,Rate,2018,955.4195734560369,1207.187028116133,728.8535806329869
1,Deaths,195,Republic of Namibia,3,Both,20,75-79 years,494,Stroke,3,Rate,2018,1632.008705586873,2017.3467855106253,1222.4548046996215
1,Deaths,195,Republic of Namibia,3,Both,21,80+ years,494,Stroke,3,Rate,2018,3143.3254935387995,3855.887062256365,2427.3944288129464
1,Deaths,195,Republic of Namibia,3,Both,234,75+ years,494,Stroke,3,Rate,2018,2290.2056196196154,2797.9403965999063,1775.3986749672135
1,Deaths,197,Kingdom of Eswatini,3,Both,10,25-29 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,0.312655482287159,0.5587531675322578,0.1548696171440828
1,Deaths,197,Kingdom of Eswatini,3,Both,11,30-34 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,0.9343211696159871,1.5591263138534792,0.47378630504325675
1,Deaths,197,Kingdom of Eswatini,3,Both,12,35-39 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,2.9501449437498506,4.82149581046846,1.4625880851259137
1,Deaths,197,Kingdom of Eswatini,3,Both,13,40-44 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,9.021586536178624,14.63837722028276,4.431770487182534
1,Deaths,197,Kingdom of Eswatini,3,Both,14,45-49 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,22.97703599790118,39.58621143734874,10.710498172371306
1,Deaths,197,Kingdom of Eswatini,3,Both,15,50-54 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,42.92757029027238,74.22133069305815,21.87310294011246
1,Deaths,197,Kingdom of Eswatini,3,Both,16,55-59 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,69.0815729908249,109.15076335423332,35.37377477380293
1,Deaths,197,Kingdom of Eswatini,3,Both,17,60-64 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,88.33481387385366,141.3327182762609,48.80023533538477
1,Deaths,197,Kingdom of Eswatini,3,Both,18,65-69 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,117.64043953058678,173.77733432845423,67.55390472330576
1,Deaths,197,Kingdom of Eswatini,3,Both,19,70-74 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,135.5267961418017,201.078734520261,75.35065053891343
1,Deaths,197,Kingdom of Eswatini,3,Both,20,75-79 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,142.9864641172303,214.63168426441936,80.30677293350143
1,Deaths,197,Kingdom of Eswatini,3,Both,21,80+ years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,152.9198467723478,233.7040971856177,91.26708714226508
1,Deaths,197,Kingdom of Eswatini,3,Both,234,75+ years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2018,146.48657957586659,211.55298308867646,89.17856862254983
1,Deaths,182,Republic of Malawi,3,Both,10,25-29 years,493,Ischemic heart disease,3,Rate,2018,3.769270216782662,5.217939494330132,2.645571403900033
1,Deaths,182,Republic of Malawi,3,Both,11,30-34 years,493,Ischemic heart disease,3,Rate,2018,6.491186748163811,9.318762654130659,4.397288852820893
1,Deaths,182,Republic of Malawi,3,Both,12,35-39 years,493,Ischemic heart disease,3,Rate,2018,12.446714182265234,17.651717588823363,8.284493056911668
1,Deaths,182,Republic of Malawi,3,Both,13,40-44 years,493,Ischemic heart disease,3,Rate,2018,28.01058920180641,39.31225550155205,19.400354426974314
1,Deaths,182,Republic of Malawi,3,Both,14,45-49 years,493,Ischemic heart disease,3,Rate,2018,44.31489215130659,61.67507587004031,29.65228616727143
1,Deaths,182,Republic of Malawi,3,Both,15,50-54 years,493,Ischemic heart disease,3,Rate,2018,72.26913540340762,98.02129551459848,49.27643612843876
