LC,95% UI,
1.193153626,1.12167599,1.282927908
1.19453348,1.122594943,1.284649269
1.195914758,1.123514929,1.286370721
1.197297458,1.124435946,1.288092271
1.198681577,1.125357993,1.289813929
1.200067113,1.12628107,1.291535703
1.201454062,1.127205177,1.293257603
1.202842424,1.128591423,1.29506997
1.204232194,1.129788705,1.296887628
1.205623369,1.130689095,1.298705412
1.207015948,1.131682375,1.30052333
1.208409926,1.132622522,1.30275273
1.2098053,1.133564417,1.304538988
1.211202068,1.134884383,1.306318188
1.212600226,1.136517344,1.308086716
1.213999771,1.138169723,1.309855603
1.215400699,1.139523882,1.31162486
1.216803007,1.14044857,1.313545966
1.218206691,1.14135592,1.315566956
1.219611747,1.142262565,1.317586798
1.221018173,1.143169679,1.319609283
1.222425963,1.14421293,1.321617338
1.223835115,1.145629455,1.323675046
1.225245624,1.146617816,1.325683154
1.226657487,1.147579707,1.327478543
1.228070699,1.148424901,1.329273774
1.229485257,1.149241769,1.331708874
1.230901156,1.150057951,1.333613861
1.232318392,1.150873454,1.335367773
1.233736962,1.151688904,1.337123428
1.23515686,1.152507316,1.338880832
1.236578083,1.153566926,1.340639991
1.238000626,1.154648096,1.342400912
1.239424485,1.15574138,1.3441636
1.240849656,1.156919522,1.345922521
1.242276134,1.158320642,1.347682738
1.243703914,1.159311337,1.349444718
1.245132993,1.160304111,1.351208467
1.246563366,1.161298968,1.354100934
1.247995028,1.162293415,1.357083259
1.249427975,1.163286241,1.359169019
1.250862202,1.164359965,1.361011701
1.252297705,1.165649865,1.362856278
1.253734479,1.166758559,1.364702788
1.255172519,1.167869369,1.366546448
1.256611822,1.168927422,1.368390126
1.258052381,1.169807219,1.370034247
1.259494193,1.170687125,1.37155203
1.260937252,1.171567142,1.373069605
1.262381555,1.172447274,1.375031127
1.263827097,1.173368195,1.37704534
1.265273872,1.174383985,1.379061968
1.266721877,1.175401829,1.38108101
1.268171106,1.176421728,1.38310126
1.269621555,1.177447696,1.385015217
1.271073219,1.178478277,1.386802743
1.272526093,1.179510986,1.388590485
1.273980173,1.180545823,1.390378969
1.275435455,1.181582791,1.392231172
1.276891933,1.182718591,1.394528785
1.278349603,1.183869406,1.396422698
1.279808459,1.184820591,1.398725472
1.281268499,1.185738362,1.401259556
1.282729716,1.186777489,1.403492478
1.284192107,1.187808063,1.405556392
1.285655666,1.188749675,1.407618495
1.28712039,1.18969171,1.409683041
1.288586273,1.190634169,1.411750026
1.290053312,1.191577053,1.413819449
1.291521501,1.192520366,1.415881698
1.292990836,1.193464107,1.417936399
1.294461312,1.194416558,1.419993419
1.295932926,1.195628048,1.422052754
1.297405672,1.196579338,1.424114402
1.298879547,1.197531089,1.425842334
1.300354545,1.198483297,1.427456773
1.301830663,1.199435961,1.429071074
1.303307897,1.200389668,1.430685244
1.304786241,1.201391494,1.432591898
1.306265691,1.202615547,1.435127518
1.307746244,1.20383815,1.437652746
1.309227896,1.20505926,1.440170946
1.310710641,1.206278833,1.44208855
1.312194476,1.207465756,1.443899903
1.313679396,1.208467406,1.445707301
1.315165399,1.209469682,1.447515219
1.316652478,1.210472588,1.449323657
1.318140631,1.211476122,1.451132613
1.319629853,1.212480288,1.452942085
1.321120141,1.213485087,1.454752074
1.322611491,1.214490519,1.456552468
1.324103898,1.215496587,1.458961647
1.325597358,1.216503291,1.462152764
1.327091869,1.217510633,1.464414924
1.328587425,1.218518614,1.466135774
1.330084024,1.219564579,1.467839506
1.331581661,1.22176172,1.469543797
1.333080333,1.223215712,1.471248652
1.334580037,1.224261294,1.47295408
1.336080768,1.225307644,1.474660085
1.337582523,1.226354759,1.476660891
1.339085298,1.227402637,1.479102937
1.34058909,1.228451276,1.481539241
1.342093895,1.229500674,1.483969745
1.34359971,1.230550828,1.48639439
1.345106532,1.231601736,1.488813121
1.346614356,1.232653396,1.491225884
1.348123181,1.233705806,1.492987393
1.349633002,1.234758963,1.494737901
1.351143815,1.235697026,1.496482495
1.352655619,1.236627068,1.498206974
1.354168409,1.237557721,1.50088954
1.355682183,1.238488987,1.503710419
1.357196937,1.239420868,1.505652151
1.358712668,1.240353364,1.507451234
1.360229373,1.241312388,1.509250849
1.36174705,1.243243793,1.51103525
1.363265694,1.244182129,1.512816758
1.364785303,1.245053336,1.514599039
1.366305874,1.245924505,1.5163821
1.367827405,1.246804757,1.518165947
1.369349892,1.247788151,1.519950584
1.370873332,1.249212805,1.521736017
1.372397722,1.250637395,1.523522252
1.373923061,1.251752199,1.525309293
1.375449344,1.252837282,1.527097147
1.37697657,1.254626807,1.529229147
1.378504736,1.255922209,1.531367234
1.380033838,1.256925577,1.533498435
1.381563875,1.25792927,1.53562274
1.383094843,1.258933286,1.537740137
1.38462674,1.259939664,1.539848478
1.386159564,1.260948546,1.541939352
1.387693312,1.261957788,1.544022428
1.389227981,1.263062319,1.546098511
1.390763569,1.264304314,1.548167595
1.392300074,1.26554775,1.550229678
1.393837494,1.266470548,1.552284756
1.395375824,1.26739349,1.554332829
1.396915065,1.268316577,1.556373896
1.398455212,1.269239811,1.558407958
1.399996264,1.270163193,1.560435016
1.401538219,1.271088495,1.562092312
1.403081073,1.272149565,1.563636558
1.404624826,1.273226934,1.565180467
1.406169475,1.274304951,1.566720093
1.407715017,1.275881321,1.568253918
1.40926145,1.277575928,1.569787511
1.410808773,1.278610734,1.571320877
1.412356982,1.27964621,1.572854022
1.413906077,1.280682358,1.574386952
1.415456055,1.281719179,1.576294751
1.417006913,1.282756675,1.57835103
1.418558651,1.283794846,1.580409059
1.420111265,1.284833694,1.582468834
1.421664754,1.28587322,1.584464765
1.423219116,1.286913427,1.586067209
1.424774349,1.287954314,1.587666248
1.426330451,1.288995883,1.589439631
1.42788742,1.290038136,1.591692693
1.429445255,1.291081073,1.593948675
1.431003952,1.292124697,1.596207584
1.432563512,1.293169008,1.598469424
1.43412393,1.294214007,1.6007342
1.435685207,1.295259695,1.603001917
1.43724734,1.296306074,1.605272579
1.438810327,1.297353145,1.607465274
1.440374167,1.298400909,1.609565554
1.441938857,1.299449367,1.611667672
1.443504397,1.30049852,1.613771625
1.445070783,1.301548369,1.615872699
1.446638016,1.30260323,1.617968712
1.448206093,1.303698053,1.6200663
1.449775012,1.304795143,1.621976571
1.451344771,1.305889773,1.623793588
1.45291537,1.306985822,1.625604184
1.454486807,1.308082834,1.628062245
1.456059079,1.309180385,1.630530467
1.457632186,1.310278471,1.632735988
1.459206126,1.311377089,1.63486214
1.460780897,1.312476235,1.636990073
1.462356497,1.313575905,1.639119781
1.463932926,1.314676097,1.641251257
1.465510182,1.315776806,1.643365516
1.467088263,1.316878029,1.645479159
1.468667168,1.317979762,1.647594395
1.470246896,1.319082003,1.649784265
1.471827445,1.320184746,1.651934952
1.473408813,1.321287989,1.654076909
1.474990999,1.322391728,1.656220589
1.476574002,1.323495959,1.658365987
1.478157821,1.324600679,1.660510999
1.479742454,1.325705884,1.662655535
1.481327899,1.32681157,1.664801761
1.482914156,1.327917734,1.666949671
1.484501223,1.329024373,1.66909926
1.486089099,1.330043958,1.67125052
1.487677783,1.330980359,1.673403445
1.489267272,1.33191441,1.675558029
1.490857567,1.332846124,1.677758019
1.492448666,1.333775513,1.680027906
1.494040567,1.334702587,1.682300171
1.49563327,1.335627358,1.684574817
1.497226773,1.336555836,1.686851846
1.498821074,1.337625022,1.689131261
1.500416174,1.338694864,1.691413065
1.50201207,1.339765364,1.693687327
1.503608762,1.340836523,1.695958122
1.505206248,1.341908342,1.698231095
1.506804527,1.34298082,1.70050625
1.508403599,1.344053961,1.702783591
1.510003461,1.345127764,1.705062154
1.511604113,1.34620223,1.707340544
1.513205555,1.347277361,1.709621119
1.514807784,1.348353157,1.711903883
1.516410799,1.34942962,1.714188841
1.518014601,1.35050675,1.716475995
1.519619187,1.351586564,1.71876535
1.521224556,1.352668485,1.720725007
1.522830709,1.353751143,1.722315292
1.524437643,1.354834539,1.72444809
1.526045357,1.355918673,1.726632435
1.527653851,1.356575211,1.728497709
1.529263124,1.357207601,1.730206226
1.530873175,1.357838377,1.731909865
1.532484002,1.358467549,1.734051875
1.534095605,1.35911105,1.736224583
1.535707983,1.361024487,1.738398563
1.537321135,1.36293983,1.740499053
1.538935061,1.364618393,1.741954277
1.540549758,1.365709197,1.743405841
1.542165227,1.366800743,1.74485377
1.543781466,1.367893033,1.747042057
1.545398474,1.368986068,1.749338591
1.547016251,1.370079847,1.751637335
1.548634796,1.371175038,1.753938288
1.550254108,1.372272225,1.756241453
1.551874186,1.373370163,1.758546828
1.553495029,1.374468852,1.760854415
1.555116636,1.375568292,1.763164214
1.556739007,1.376668485,1.765476225
1.558362141,1.377769429,1.767790448
1.559986037,1.37878473,1.770106885
1.561610694,1.379789172,1.772425536
1.563236111,1.38079406,1.775239776
1.564862288,1.381799393,1.778108376
1.566489223,1.382808617,1.780369315
1.568116917,1.383820871,1.782631248
1.569745367,1.384833597,1.784894163
1.571374574,1.385846794,1.787132713
1.573004537,1.386860464,1.789359576
1.574635254,1.387874606,1.7916626
1.576266726,1.38888922,1.794779596
1.577898951,1.389904308,1.797902799
1.579531928,1.391052867,1.801032209
1.581165657,1.392415516,1.804167825
1.582800138,1.393779822,1.807297998
1.584435368,1.39463485,1.810429987
1.586071348,1.395471746,1.813568088
1.587708077,1.396308564,1.815506448
1.589345554,1.397145304,1.817303209
1.590983779,1.397981966,1.819074351
1.59262275,1.398979835,1.820825876
1.594262466,1.399985837,1.822576194
1.595902928,1.40099227,1.824325312
1.597544135,1.401689412,1.826073235
1.599186085,1.402474077,1.827819971
1.600828777,1.403598008,1.829565526
1.602472212,1.404722639,1.831309907
1.604116389,1.40584797,1.833538037
1.605761306,1.406869879,1.835922087
1.607406963,1.407718308,1.83860661
1.60905336,1.408566697,1.841626918
1.610700494,1.409415045,1.844652164
1.612348367,1.410263353,1.847682341
1.613996977,1.411111621,1.850717445
1.615646323,1.411960904,1.853329699
1.617296404,1.412814669,1.854988483
1.61894722,1.413668409,1.856644983
1.62059877,1.414522125,1.858299315
1.622251054,1.415375816,1.860005105
1.62390407,1.416229481,1.86242611
1.625557817,1.417083122,1.864849423
1.627212296,1.417936739,1.867429212
1.628867505,1.418938683,1.870231973
1.630523443,1.419991489,1.873037734
1.63218011,1.421044801,1.875846487
1.633837505,1.422098617,1.878653687
1.635495627,1.423152937,1.881455212
1.637154475,1.424207761,1.884259652
1.638814049,1.425263088,1.887060689
1.640474348,1.426318919,1.889863828
1.64213537,1.427375252,1.8926698
1.643797116,1.428432088,1.895478597
1.645459584,1.429489425,1.89829021
1.647122774,1.430547264,1.901104631
1.648786684,1.431605604,1.903921849
1.650451314,1.432664444,1.906741856
1.652116663,1.433723785,1.909557797
1.65378273,1.434783625,1.912373972
1.655449514,1.435843964,1.914708167
1.657117015,1.436904802,1.916563172
1.658785231,1.437966138,1.918403698
1.660454163,1.43903334,1.92024266
1.662123808,1.440102091,1.92208007
1.663794165,1.441171342,1.92422249
1.665465235,1.442241092,1.927097814
1.667137017,1.443311341,1.929976625
1.668809508,1.444382089,1.932858916
1.670482709,1.445453334,1.935641676
1.672156618,1.446525077,1.937873315
1.673831235,1.447597316,1.940105276
1.675506558,1.448670051,1.942337551
1.677182586,1.449743281,1.944570132
1.67885932,1.450817006,1.946803012
1.680536757,1.451891225,1.949036185
1.682214897,1.452965938,1.951269642
1.683893738,1.454041143,1.953503377
1.68557328,1.455116841,1.955737383
1.687253522,1.45619303,1.957971651
1.688934463,1.45726971,1.960206176
1.690616101,1.45834688,1.962440949
1.692298436,1.459424539,1.964675964
1.693981467,1.460502688,1.966911214
1.695665192,1.461581324,1.96914669
1.69734961,1.462656696,1.971368529
1.699034722,1.463585479,1.973580385
1.700720524,1.464514396,1.97579234
1.702407017,1.465443448,1.978171801
1.704094199,1.466372634,1.980673351
1.705782069,1.467301956,1.983177061
1.707470626,1.468231414,1.98568293
1.709159869,1.469161008,1.988190958
1.710849797,1.470090738,1.990701142
1.712540408,1.471020605,1.993213484
1.714231702,1.471950609,1.995727982
1.715923677,1.47288075,1.998244635
1.717616332,1.473811029,2.000763442
1.719309666,1.474741446,2.003284404
1.721003677,1.475672002,2.005807518
1.722698366,1.476254281,2.008332785
1.724393729,1.477102771,2.010860202
1.726089767,1.47819229,2.013389771
1.727786477,1.479281727,2.015921489
1.729483859,1.480269808,2.018455356
1.731181911,1.481185247,2.020991372
1.732880633,1.481804096,2.023529534
1.734580022,1.482243284,2.025914323
1.736280077,1.482681629,2.027908958
1.737980798,1.483124363,2.029902729
1.739682183,1.483574548,2.031895632
1.74138423,1.484023936,2.033887662
1.743086939,1.48447253,2.036211824
1.744790308,1.484920336,2.039213288
1.746494335,1.485660637,2.042217902
1.748199019,1.486644423,2.04522566
1.749904359,1.487638355,2.048236551
1.751610354,1.488638551,2.051250567
1.753317002,1.489638452,2.0542677
1.755024301,1.490638056,2.056912828
1.756732251,1.49163736,2.059507604
1.758440849,1.492636363,2.062104615
1.760150095,1.493635063,2.064703861
1.761859987,1.494633458,2.067305341
1.763570523,1.495631545,2.069909052
1.765281703,1.496682991,2.072514994
1.766993524,1.497798987,2.075123167
1.768705985,1.498915616,2.077733567
1.770419085,1.500032879,2.080346195
1.772132822,1.501150778,2.082961049
1.773847195,1.50226931,2.08556206
1.775562202,1.503388477,2.08815094
1.777277841,1.504508279,2.090731161
1.778994111,1.505628716,2.093313452
1.780711011,1.506749788,2.095897813
1.782428539,1.507872041,2.097735806
1.784146693,1.508997403,2.099173413
1.785865472,1.510123427,2.100608229
1.787584874,1.511250111,2.102040276
1.789304898,1.512377457,2.104116681
1.791025542,1.513505464,2.106893228
1.792746804,1.514634133,2.109671269
1.794468683,1.515620886,2.112450796
1.796191177,1.516558166,2.115231803
1.797914285,1.517495614,2.118014282
1.799638005,1.518433232,2.120798226
1.801362334,1.51937102,2.123583627
1.803087273,1.520308978,2.126370478
1.804812818,1.521247106,2.129158773
1.806538968,1.522201991,2.131948502
1.808265722,1.523318358,2.134739661
1.809993077,1.524435376,2.13753224
1.811721033,1.525553043,2.140326233
1.813449587,1.52667136,2.143121278
1.815178737,1.527790324,2.145912737
1.816908483,1.528909936,2.148705576
1.818638821,1.530030194,2.151548155
1.820369751,1.531151099,2.154403792
1.822101271,1.532272648,2.157260971
1.823833378,1.533394841,2.160183733
1.825566072,1.534517678,2.163112757
1.82729935,1.535641157,2.165858309
1.82903321,1.536765278,2.168735966
1.830767651,1.53789004,2.171615142
1.832502671,1.539015443,2.174495751
1.834238268,1.540141484,2.177368983
1.835974441,1.541268164,2.180243708
1.837711187,1.542334252,2.183119919
1.839448504,1.543087646,2.185997609
1.841186391,1.543840134,2.188770345
1.842924846,1.544591723,2.191467923
1.844663867,1.545342419,2.194167634
1.846403453,1.546092227,2.196869478
1.8481436,1.546841154,2.199573452
1.849884309,1.547589204,2.202279554
1.851625575,1.548336385,2.204993127
1.853367399,1.549082702,2.2078236
1.855109777,1.54982816,2.210655289
1.856852708,1.550572765,2.213488186
1.85859619,1.551316523,2.216322286
1.860340221,1.55205944,2.219157579
1.862084799,1.55280152,2.22199406
1.863829922,1.553542769,2.224831721
1.865575589,1.554283192,2.227670554
1.867321797,1.554958856,2.230510554
1.869068544,1.555754703,2.233351712
1.870815829,1.556594811,2.236194021
1.872563649,1.557559249,2.239037474
1.874312002,1.558523233,2.241882065
1.876060888,1.559486763,2.244727786
1.877810302,1.560449838,2.247574629
1.879560245,1.561412455,2.250422589
1.881310712,1.562374614,2.253271658
1.883061704,1.563340706,2.256121828
1.884813217,1.564311443,2.258973093
1.88656525,1.565271869,2.261825445
1.8883178,1.566217201,2.264678879
1.890070866,1.567162699,2.267533386
1.891824445,1.568108365,2.270388959
1.893578536,1.569054197,2.273245592
1.895333137,1.570000197,2.276103278
1.897088245,1.570946364,2.278951113
1.898843858,1.571892698,2.281779643
1.900599975,1.572850274,2.284609145
1.902356594,1.573955654,2.286508586
1.904113711,1.574951958,2.288212721
1.905871326,1.575913213,2.289915709
1.907629437,1.576874014,2.292678089
1.90938804,1.57783436,2.295453739
1.911147135,1.578794249,2.298546585
1.912906718,1.57975368,2.301724609
1.914666789,1.580712653,2.304904764
1.916427344,1.581671164,2.30808704
1.918188383,1.582629215,2.311271426
1.919949902,1.583586802,2.314457915
1.9217119,1.584543926,2.317646497
1.923474374,1.585500584,2.320837161
1.925237323,1.586456776,2.324029899
1.927000744,1.5874125,2.327224702
1.928764636,1.588367756,2.330421559
1.930528996,1.589322542,2.333365258
1.932293822,1.590276856,2.336249959
1.934059112,1.591230699,2.339135588
1.935824864,1.592184068,2.342022137
1.937591076,1.593136962,2.3449096
1.939357745,1.593901446,2.34779797
1.94112487,1.594553809,2.350687239
1.942892449,1.595488987,2.353577402
1.944660478,1.596424309,2.356468452
1.946428958,1.597359776,2.359360382
1.948197884,1.598295387,2.362253185
1.949967255,1.599231142,2.365146854
1.951737069,1.600167042,2.368041384
1.953507324,1.600950986,2.370936768
1.955278017,1.601453769,2.373832998
1.957049147,1.601959923,2.376730068
1.958820711,1.602465351,2.379623148
1.960592708,1.602970057,2.382514986
1.962365134,1.603792081,2.385407621
1.964137988,1.604980966,2.388301046
1.965911268,1.606169806,2.391195255
1.967684972,1.607358599,2.394090241
1.969459098,1.608547341,2.396985998
1.971233642,1.609736029,2.399882519
1.973008604,1.610924659,2.402779798
1.974783981,1.61211323,2.405677829
1.976559771,1.613301737,2.408576605
1.978335971,1.614295947,2.411467358
1.98011258,1.615233805,2.414356256
1.981889596,1.616171802,2.417245849
1.983667016,1.617109938,2.420136132
1.985444838,1.618048214,2.423027098
1.987223061,1.618986628,2.425918741
1.989001681,1.619925182,2.428811055
1.990780696,1.620863875,2.431704033
1.992560106,1.621802707,2.434597669
1.994339906,1.622741679,2.437491957
1.996120096,1.623680789,2.440386892
1.997900674,1.624620038,2.443282466
1.999681636,1.625559427,2.446178673
2.00146298,1.626498954,2.449075508
2.003244706,1.62743862,2.451972965
2.00502681,1.628380966,2.454871036
2.00680929,1.629333733,2.457642975
2.008592145,1.630286655,2.460168006
2.010375371,1.631239733,2.462692634
2.012158968,1.632192968,2.465216854
2.013942932,1.633146357,2.46862389
2.015727261,1.634099902,2.472054372
2.017511955,1.635053602,2.475243541
2.019297009,1.636007458,2.478169818
2.021082422,1.636961468,2.481096776
2.022868193,1.637915632,2.484024411
2.024654318,1.638869952,2.486952716
2.026440796,1.639819972,2.489881687
2.028227625,1.64074805,2.492811316
2.030014801,1.641675601,2.495741598
2.031802324,1.642602626,2.498672528
2.033590192,1.643529124,2.5016041
2.035378401,1.644455093,2.504532841
2.03716695,1.645380533,2.507444417
2.038955836,1.646305444,2.510356538
2.040745058,1.647229824,2.513262955
2.042534614,1.648153673,2.516156599
2.0443245,1.64907699,2.519050682
2.046114716,1.649999775,2.5219452
2.047905259,1.650922026,2.524840146
2.049696126,1.651843744,2.527101997
2.051487317,1.652764927,2.528984541
2.053278827,1.65368748,2.530864887
2.055070657,1.65461109,2.53374455
2.056862802,1.655534176,2.536728971
2.058655262,1.656456739,2.539714026
2.060448034,1.657378776,2.54269971
2.062241116,1.658300288,2.545686015
2.064034505,1.659221274,2.548672934
2.065828201,1.660141733,2.551660463
2.067622199,1.661061665,2.554648593
2.0694165,1.66198107,2.55763732
2.071211099,1.662899946,2.560626635
2.073005996,1.663818293,2.563616534
2.074801188,1.66473611,2.56660352
2.076596674,1.665653397,2.569588155
2.07839245,1.666570154,2.572573373
2.080188514,1.667486379,2.575559168
2.081984866,1.668402072,2.578545533
2.083781502,1.669317234,2.581532463
2.085578421,1.670231862,2.584519951
2.08737562,1.671145957,2.58730454
2.089173098,1.672059518,2.589992829
2.090970851,1.672972544,2.592682248
2.092768879,1.673885036,2.595372794
2.094567179,1.674796992,2.598064464
2.096365749,1.675708412,2.601224657
2.098164587,1.676619296,2.604426004
2.099963691,1.677529643,2.607627844
2.101763059,1.678439452,2.610830165
2.103562688,1.679348723,2.614032954
2.105362577,1.680257456,2.6172362
2.107162723,1.681165651,2.620439892
2.108963126,1.682073306,2.623508016
2.110763781,1.682980421,2.626515572
2.112564688,1.683886996,2.629523577
2.114365844,1.684793031,2.632530696
2.116167248,1.685698524,2.635532719
2.117968897,1.686603476,2.63853517
2.119770789,1.687507887,2.641538046
2.121572922,1.688411755,2.644541338
2.123375294,1.68931508,2.647545042
2.125177904,1.690090483,2.650549152
2.126980748,1.690618459,2.653553661
2.128783826,1.69114601,2.656558565
2.130587135,1.691673139,2.659563856
2.132390672,1.692199845,2.66260267
2.134194437,1.69272613,2.665583851
2.135998426,1.693818079,2.668596694
2.137802639,1.694949955,2.671609959
2.139607072,1.696082346,2.674623639
2.141411725,1.697215249,2.677637729
2.143216594,1.698348666,2.680652222
2.145021678,1.699482595,2.683667114
2.146826975,1.700617037,2.686682399
2.148632484,1.701751991,2.68969807
2.150438201,1.702656329,2.692714124
2.152244125,1.703534767,2.695730553
2.154050254,1.704412632,2.698747353
2.155856586,1.705289924,2.701764518
2.157663119,1.706166642,2.704782043
2.159469852,1.707042787,2.707799921
2.161276781,1.707923278,2.710818148
2.163083906,1.70881069,2.713836719
2.164891223,1.709704023,2.716855627
2.166698732,1.710435607,2.719874867
2.168506431,1.71106342,2.722894435
2.170314316,1.711690826,2.725914324
2.172122388,1.712317827,2.728934529
2.173930642,1.712944422,2.731955045
2.175739078,1.713570613,2.734975867
2.177547694,1.7141964,2.737996989
2.179356487,1.714821784,2.741018407
2.181165457,1.715446766,2.744040114
2.1829746,1.716071346,2.747062105
2.184783914,1.716695526,2.750084376
2.186593399,1.717874318,2.753106921
2.188403052,1.719115682,2.756129735
2.190212872,1.72035688,2.759152812
2.192022855,1.721597909,2.762176148
2.193833001,1.722838765,2.765199738
2.195643308,1.724079445,2.768223576
